  Year     Month    Anomaly  Unc       Anomaly    Unc       Anomaly    Unc       Anomaly    Unc       Anomaly    Unc
  1888     8    -0.258  0.173    -0.202  0.075    -0.363  0.062    -0.382  0.057    -0.318  0.058
  1888     9    -0.289  0.142    -0.161  0.076    -0.358  0.061    -0.381  0.058    -0.320  0.058
  1888    10    -0.081  0.149    -0.124  0.078    -0.357  0.062    -0.381  0.058    -0.322  0.058
  1888    11    -0.151  0.148    -0.108  0.078    -0.356  0.062    -0.380  0.058    -0.324  0.058
  1888    12    -0.099  0.145    -0.096  0.078    -0.355  0.062    -0.381  0.058    -0.326  0.058
  1889     1    -0.106  0.166    -0.088  0.079    -0.355  0.063    -0.383  0.058    -0.326  0.058
  1889     2     0.250  0.162    -0.090  0.081    -0.353  0.063    -0.385  0.059    -0.327  0.058
  1889     3     0.060  0.146    -0.095  0.080    -0.349  0.063    -0.384  0.059    -0.329  0.058
  1889     4     0.074  0.141    -0.113  0.081    -0.347  0.063    -0.384  0.059    -0.328  0.058
  1889     5    -0.136  0.149    -0.140  0.082    -0.346  0.064    -0.382  0.059    -0.328  0.058
  1889     6    -0.177  0.135    -0.158  0.082    -0.341  0.064    -0.382  0.059    -0.329  0.058
  1889     7    -0.145  0.163    -0.186  0.084    -0.330  0.064    -0.379  0.059    -0.329  0.058
  1889     8    -0.280  0.170    -0.241  0.085    -0.321  0.064    -0.378  0.059    -0.328  0.058
  1889     9    -0.351  0.141    -0.292  0.084    -0.320  0.064    -0.376  0.060    -0.328  0.058
  1889    10    -0.291  0.148    -0.331  0.083    -0.322  0.064    -0.374  0.060    -0.327  0.058
  1889    11    -0.483  0.144    -0.360  0.084    -0.321  0.065    -0.372  0.060    -0.326  0.058
  1889    12    -0.318  0.151    -0.383  0.084    -0.318  0.065    -0.371  0.060    -0.325  0.058
  1890     1    -0.434  0.156    -0.407  0.085    -0.319  0.065    -0.370  0.060    -0.326  0.058
  1890     2    -0.414  0.156    -0.422  0.085    -0.318  0.065    -0.369  0.060    -0.324  0.058
  1890     3    -0.545  0.137    -0.431  0.086    -0.318  0.066    -0.370  0.061    -0.322  0.058
  1890     4    -0.403  0.141    -0.430  0.085    -0.315  0.066    -0.368  0.061    -0.321  0.058
  1890     5    -0.481  0.167    -0.445  0.086    -0.321  0.066    -0.366  0.061    -0.321  0.057
  1890     6    -0.456  0.137    -0.449  0.086    -0.322  0.066    -0.364  0.061    -0.320  0.057
  1890     7    -0.426  0.165    -0.451  0.085    -0.331  0.066    -0.363  0.061    -0.320  0.057
  1890     8    -0.465  0.170    -0.465  0.083    -0.333  0.067    -0.361  0.062    -0.319  0.057
  1890     9    -0.459  0.143    -0.437  0.082    -0.330  0.067    -0.361  0.062    -0.318  0.057
  1890    10    -0.281  0.137    -0.432  0.082    -0.330  0.067    -0.360  0.062    -0.317  0.057
  1890    11    -0.661  0.150    -0.413  0.082    -0.331  0.067    -0.358  0.062    -0.317  0.057
  1890    12    -0.358  0.147    -0.403  0.082    -0.330  0.068    -0.358  0.062    -0.317  0.058
  1891     1    -0.467  0.152    -0.395  0.082    -0.329  0.068    -0.355  0.062    -0.318  0.058
  1891     2    -0.576  0.154    -0.379  0.082    -0.329  0.068    -0.352  0.062    -0.317  0.058
  1891     3    -0.208  0.135    -0.362  0.082    -0.330  0.069    -0.351  0.062    -0.317  0.058
  1891     4    -0.350  0.138    -0.366  0.083    -0.332  0.069    -0.352  0.063    -0.317  0.058
  1891     5    -0.245  0.152    -0.351  0.084    -0.335  0.069    -0.352  0.063    -0.317  0.058
  1891     6    -0.347  0.135    -0.329  0.084    -0.340  0.069    -0.349  0.063    -0.317  0.058
  1891     7    -0.319  0.167    -0.311  0.085    -0.347  0.069    -0.347  0.063    -0.317  0.058
  1891     8    -0.282  0.171    -0.276  0.086    -0.358  0.070    -0.344  0.063    -0.317  0.058
  1891     9    -0.254  0.146    -0.294  0.085    -0.364  0.070    -0.342  0.064    -0.317  0.058
  1891    10    -0.325  0.139    -0.304  0.085    -0.374  0.070    -0.338  0.064    -0.318  0.059
  1891    11    -0.482  0.145    -0.316  0.084    -0.378  0.070    -0.336  0.064    -0.317  0.059
  1891    12    -0.088  0.139    -0.309  0.083    -0.382  0.070    -0.333  0.064    -0.317  0.059
  1892     1    -0.257  0.188    -0.320  0.083    -0.384  0.069    -0.327  0.064    -0.319  0.059
  1892     2    -0.160  0.146    -0.332  0.082    -0.384  0.069    -0.324  0.064    -0.319  0.059
  1892     3    -0.420  0.134    -0.344  0.083    -0.384  0.070    -0.322  0.064    -0.321  0.059
  1892     4    -0.469  0.136    -0.338  0.083    -0.382  0.070    -0.319  0.065    -0.321  0.059
  1892     5    -0.383  0.152    -0.359  0.083    -0.381  0.070    -0.316  0.065    -0.321  0.059
  1892     6    -0.272  0.152    -0.392  0.083    -0.381  0.070    -0.313  0.065    -0.321  0.059
  1892     7    -0.447  0.167    -0.444  0.083    -0.381  0.070    -0.312  0.066    -0.321  0.059
  1892     8    -0.431  0.170    -0.481  0.085    -0.382  0.070    -0.309  0.066    -0.322  0.059
  1892     9    -0.391  0.151    -0.469  0.085    -0.379  0.070    -0.308  0.066    -0.322  0.059
  1892    10    -0.256  0.138    -0.458  0.086    -0.377  0.071    -0.306  0.066    -0.323  0.059
  1892    11    -0.734  0.138    -0.458  0.087    -0.374  0.071    -0.305  0.066    -0.323  0.060
  1892    12    -0.485  0.143    -0.459  0.088    -0.371  0.071    -0.304  0.066    -0.323  0.060
  1893     1    -0.878  0.142    -0.435  0.088    -0.368  0.071    -0.302  0.067    -0.322  0.060
  1893     2    -0.603  0.148    -0.420  0.087    -0.364  0.071    -0.302  0.067    -0.321  0.060
  1893     3    -0.278  0.131    -0.416  0.087    -0.362  0.071    -0.304  0.067    -0.322  0.060
  1893     4    -0.343  0.131    -0.413  0.087    -0.361  0.071    -0.304  0.067    -0.323  0.060
  1893     5    -0.375  0.162    -0.378  0.086    -0.353  0.071    -0.305  0.067    -0.324  0.060
  1893     6    -0.286  0.147    -0.370  0.087    -0.350  0.071    -0.304  0.067    -0.325  0.060
  1893     7    -0.155  0.162    -0.341  0.088    -0.346  0.071    -0.305  0.067    -0.326  0.060
  1893     8    -0.256  0.169    -0.326  0.087    -0.341  0.071    -0.306  0.067    -0.327  0.060
  1893     9    -0.343  0.145    -0.329  0.087    -0.344  0.072    -0.307  0.068    -0.328  0.060
  1893    10    -0.213  0.131    -0.343  0.086    -0.347  0.072    -0.310  0.068    -0.330  0.061
  1893    11    -0.324  0.123    -0.343  0.084    -0.347  0.072    -0.313  0.067    -0.330  0.061
  1893    12    -0.387  0.130    -0.356  0.084    -0.343  0.072    -0.316  0.067    -0.331  0.061
  1894     1    -0.526  0.142    -0.365  0.083    -0.339  0.071    -0.317  0.067    -0.333  0.061
  1894     2    -0.421  0.136    -0.366  0.084    -0.336  0.071    -0.323  0.067    -0.335  0.061
  1894     3    -0.316  0.125    -0.364  0.084    -0.335  0.072    -0.327  0.067    -0.335  0.061
  1894     4    -0.508  0.137    -0.364  0.084    -0.330  0.072    -0.329  0.067    -0.335  0.061
  1894     5    -0.383  0.144    -0.371  0.085    -0.326  0.071    -0.329  0.067    -0.335  0.061
  1894     6    -0.441  0.135    -0.364  0.085    -0.326  0.072    -0.331  0.067    -0.335  0.062
  1894     7    -0.259  0.160    -0.358  0.085    -0.324  0.071    -0.332  0.067    -0.334  0.062
  1894     8    -0.267  0.169    -0.360  0.085    -0.326  0.072    -0.331  0.067    -0.335  0.062
  1894     9    -0.328  0.147    -0.368  0.087    -0.324  0.072    -0.329  0.067    -0.335  0.062
  1894    10    -0.211  0.140    -0.348  0.087    -0.317  0.072    -0.327  0.067    -0.335  0.062
  1894    11    -0.401  0.132    -0.342  0.087    -0.311  0.072    -0.323  0.067    -0.334  0.062
  1894    12    -0.308  0.132    -0.328  0.088    -0.309  0.073    -0.323  0.067    -0.333  0.062
  1895     1    -0.457  0.134    -0.324  0.088    -0.304  0.072    -0.322  0.068    -0.332  0.062
  1895     2    -0.441  0.148    -0.325  0.087    -0.300  0.073    -0.319  0.067    -0.333  0.062
  1895     3    -0.410  0.144    -0.324  0.086    -0.298  0.073    -0.314  0.067    -0.332  0.062
  1895     4    -0.273  0.135    -0.325  0.086    -0.297  0.073    -0.312  0.068    -0.332  0.063
  1895     5    -0.314  0.156    -0.308  0.086    -0.290  0.073    -0.308  0.068    -0.331  0.063
  1895     6    -0.269  0.136    -0.297  0.085    -0.285  0.073    -0.306  0.068    -0.330  0.063
  1895     7    -0.208  0.164    -0.275  0.084    -0.273  0.073    -0.303  0.068    -0.330  0.063
  1895     8    -0.281  0.167    -0.260  0.083    -0.271  0.073    -0.301  0.068    -0.329  0.063
  1895     9    -0.322  0.139    -0.262  0.082    -0.277  0.073    -0.298  0.068    -0.329  0.063
  1895    10    -0.222  0.136    -0.279  0.082    -0.278  0.073    -0.295  0.068    -0.329  0.063
  1895    11    -0.190  0.137    -0.275  0.082    -0.279  0.073    -0.292  0.068    -0.328  0.063
  1895    12    -0.173  0.137    -0.262  0.083    -0.278  0.073    -0.290  0.068    -0.328  0.064
  1896     1    -0.203  0.129    -0.252  0.083    -0.281  0.073    -0.288  0.068    -0.327  0.064
  1896     2    -0.258  0.131    -0.237  0.084    -0.283  0.073    -0.284  0.069    -0.326  0.064
  1896     3    -0.437  0.133    -0.225  0.085    -0.284  0.073    -0.282  0.069    -0.324  0.064
  1896     4    -0.476  0.133    -0.208  0.086    -0.288  0.073    -0.280  0.069    -0.323  0.064
  1896     5    -0.262  0.144    -0.214  0.084    -0.292  0.072    -0.279  0.069    -0.323  0.064
  1896     6    -0.116  0.129    -0.207  0.084    -0.292  0.072    -0.278  0.069    -0.322  0.064
  1896     7    -0.083  0.158    -0.203  0.085    -0.286  0.072    -0.277  0.069    -0.322  0.064
  1896     8    -0.100  0.170    -0.204  0.086    -0.287  0.072    -0.277  0.069    -0.321  0.065
  1896     9    -0.176  0.150    -0.191  0.085    -0.289  0.071    -0.277  0.069    -0.321  0.065
  1896    10    -0.023  0.132    -0.156  0.086    -0.284  0.071    -0.276  0.069    -0.319  0.065
  1896    11    -0.266  0.130    -0.134  0.086    -0.281  0.071    -0.275  0.069    -0.319  0.065
  1896    12    -0.084  0.137    -0.137  0.086    -0.280  0.071    -0.276  0.069    -0.318  0.065
  1897     1    -0.161  0.128    -0.145  0.086    -0.280  0.071    -0.276  0.069    -0.316  0.065
  1897     2    -0.270  0.130    -0.153  0.087    -0.278  0.071    -0.276  0.069    -0.315  0.065
  1897     3    -0.281  0.117    -0.159  0.086    -0.274  0.071    -0.275  0.069    -0.314  0.066
  1897     4    -0.052  0.142    -0.173  0.086    -0.272  0.071    -0.274  0.069    -0.314  0.066
  1897     5    -0.000  0.142    -0.177  0.088    -0.265  0.071    -0.274  0.069    -0.314  0.066
  1897     6    -0.153  0.137    -0.190  0.089    -0.265  0.071    -0.275  0.069    -0.314  0.066
  1897     7    -0.180  0.164    -0.189  0.090    -0.264  0.071    -0.273  0.069    -0.315  0.066
  1897     8    -0.195  0.174    -0.207  0.090    -0.256  0.071    -0.273  0.069    -0.314  0.066
  1897     9    -0.244  0.145    -0.236  0.092    -0.249  0.070    -0.272  0.069    -0.314  0.066
  1897    10    -0.190  0.134    -0.265  0.091    -0.246  0.071    -0.274  0.069    -0.314  0.066
  1897    11    -0.313  0.132    -0.300  0.089    -0.242  0.070    -0.272  0.069    -0.314  0.066
  1897    12    -0.237  0.145    -0.305  0.087    -0.240  0.071    -0.272  0.069    -0.314  0.066
  1898     1    -0.151  0.150    -0.319  0.086    -0.239  0.071    -0.267  0.069    -0.315  0.066
  1898     2    -0.493  0.138    -0.332  0.084    -0.237  0.071    -0.263  0.069    -0.314  0.066
  1898     3    -0.622  0.133    -0.345  0.085    -0.234  0.071    -0.264  0.069    -0.314  0.067
  1898     4    -0.401  0.136    -0.369  0.084    -0.230  0.071    -0.265  0.069    -0.315  0.067
  1898     5    -0.419  0.142    -0.388  0.082    -0.230  0.071    -0.266  0.069    -0.315  0.067
  1898     6    -0.221  0.130    -0.402  0.081    -0.229  0.071    -0.268  0.069    -0.315  0.067
  1898     7    -0.339  0.162    -0.407  0.081    -0.230  0.072    -0.270  0.069    -0.315  0.067
  1898     8    -0.360  0.171    -0.405  0.081    -0.227  0.072    -0.273  0.069    -0.316  0.067
  1898     9    -0.397  0.151    -0.389  0.081    -0.220  0.072    -0.275  0.070    -0.316  0.067
  1898    10    -0.475  0.128    -0.372  0.082    -0.213  0.072    -0.278  0.070    -0.318  0.067
  1898    11    -0.546  0.115    -0.354  0.082    -0.211  0.073    -0.280  0.070    -0.320  0.067
  1898    12    -0.399  0.112    -0.365  0.083    -0.213  0.073    -0.281  0.070    -0.322  0.067
  1899     1    -0.208  0.118    -0.359  0.083    -0.216  0.073    -0.282  0.070    -0.325  0.067
  1899     2    -0.477  0.133    -0.342  0.083    -0.217  0.073    -0.284  0.070    -0.328  0.067
  1899     3    -0.422  0.113    -0.318  0.083    -0.219  0.073    -0.285  0.070    -0.330  0.067
  1899     4    -0.203  0.131    -0.285  0.083    -0.223  0.073    -0.286  0.070    -0.333  0.067
  1899     5    -0.201  0.146    -0.238  0.085    -0.224  0.073    -0.287  0.070    -0.335  0.067
  1899     6    -0.358  0.137    -0.228  0.087    -0.226  0.073    -0.287  0.070    -0.336  0.067
  1899     7    -0.264  0.167    -0.244  0.088    -0.228  0.073    -0.290  0.070    -0.337  0.067
  1899     8    -0.157  0.175    -0.204  0.086    -0.225  0.073    -0.292  0.070    -0.338  0.067
  1899     9    -0.109  0.146    -0.167  0.086    -0.227  0.073    -0.294  0.070    -0.338  0.067
  1899    10    -0.076  0.135    -0.160  0.087    -0.231  0.073    -0.296  0.070    -0.339  0.067
  1899    11     0.011  0.121    -0.148  0.086    -0.237  0.073    -0.295  0.070    -0.338  0.067
  1899    12    -0.270  0.128    -0.130  0.085    -0.241  0.073    -0.295  0.070    -0.339  0.067
  1900     1    -0.405  0.149    -0.122  0.086    -0.243  0.073    -0.294  0.070    -0.339  0.067
  1900     2     0.006  0.126    -0.122  0.087    -0.245  0.072    -0.296  0.070    -0.339  0.066
  1900     3     0.018  0.115    -0.124  0.087    -0.247  0.072    -0.295  0.070    -0.339  0.066
  1900     4    -0.113  0.142    -0.114  0.087    -0.251  0.072    -0.296  0.070    -0.339  0.066
  1900     5    -0.063  0.139    -0.132  0.087    -0.255  0.073    -0.295  0.070    -0.339  0.066
  1900     6    -0.138  0.132    -0.119  0.087    -0.259  0.072    -0.296  0.070    -0.338  0.066
  1900     7    -0.170  0.161    -0.108  0.087    -0.261  0.073    -0.297  0.070    -0.338  0.066
  1900     8    -0.160  0.170    -0.115  0.088    -0.255  0.072    -0.297  0.070    -0.338  0.066
  1900     9    -0.132  0.148    -0.118  0.090    -0.250  0.073    -0.297  0.070    -0.338  0.066
  1900    10     0.048  0.129    -0.111  0.089    -0.252  0.073    -0.298  0.070    -0.338  0.066
  1900    11    -0.206  0.124    -0.119  0.090    -0.252  0.073    -0.298  0.070    -0.338  0.066
  1900    12    -0.117  0.134    -0.127  0.091    -0.258  0.073    -0.298  0.070    -0.340  0.066
  1901     1    -0.272  0.141    -0.134  0.091    -0.260  0.073    -0.299  0.071    -0.341  0.066
  1901     2    -0.079  0.135    -0.136  0.092    -0.263  0.073    -0.300  0.071    -0.341  0.066
  1901     3    -0.015  0.124    -0.148  0.093    -0.266  0.073    -0.297  0.071    -0.343  0.066
  1901     4    -0.033  0.132    -0.176  0.094    -0.268  0.073    -0.293  0.071    -0.343  0.065
  1901     5    -0.161  0.145    -0.183  0.093    -0.268  0.074    -0.294  0.071    -0.344  0.065
  1901     6    -0.222  0.131    -0.194  0.091    -0.270  0.074    -0.295  0.071    -0.345  0.065
  1901     7    -0.254  0.161    -0.194  0.088    -0.277  0.074    -0.297  0.071    -0.346  0.065
  1901     8    -0.185  0.178    -0.193  0.086    -0.280  0.074    -0.298  0.071    -0.346  0.065
  1901     9    -0.277  0.153    -0.223  0.085    -0.282  0.074    -0.299  0.071    -0.347  0.065
  1901    10    -0.287  0.135    -0.247  0.085    -0.287  0.074    -0.301  0.071    -0.347  0.065
  1901    11    -0.298  0.122    -0.265  0.085    -0.293  0.074    -0.302  0.072    -0.346  0.065
  1901    12    -0.245  0.129    -0.276  0.085    -0.295  0.074    -0.302  0.072    -0.347  0.065
  1902     1    -0.271  0.119    -0.280  0.085    -0.300  0.074    -0.304  0.072    -0.347  0.064
  1902     2    -0.064  0.116    -0.293  0.083    -0.305  0.073    -0.306  0.072    -0.347  0.064
  1902     3    -0.380  0.112    -0.300  0.083    -0.314  0.074    -0.306  0.072    -0.347  0.064
  1902     4    -0.322  0.136    -0.311  0.082    -0.320  0.073    -0.309  0.072    -0.346  0.064
  1902     5    -0.377  0.146    -0.333  0.083    -0.326  0.073    -0.313  0.072    -0.345  0.064
  1902     6    -0.345  0.134    -0.355  0.083    -0.326  0.074    -0.316  0.072    -0.345  0.064
  1902     7    -0.305  0.161    -0.353  0.084    -0.325  0.074    -0.318  0.072    -0.345  0.064
  1902     8    -0.343  0.171    -0.360  0.084    -0.335  0.074    -0.319  0.072    -0.346  0.064
  1902     9    -0.367  0.146    -0.353  0.085    -0.341  0.074    -0.321  0.072    -0.347  0.064
  1902    10    -0.419  0.127    -0.367  0.084    -0.345  0.074    -0.321  0.072    -0.348  0.064
  1902    11    -0.560  0.128    -0.374  0.084    -0.348  0.074    -0.323  0.072    -0.347  0.064
  1902    12    -0.503  0.125    -0.391  0.084    -0.351  0.074    -0.325  0.072    -0.347  0.063
  1903     1    -0.249  0.123    -0.403  0.084    -0.354  0.074    -0.327  0.072    -0.346  0.063
  1903     2    -0.154  0.114    -0.421  0.085    -0.356  0.074    -0.325  0.072    -0.345  0.063
  1903     3    -0.295  0.129    -0.442  0.087    -0.360  0.074    -0.325  0.072    -0.346  0.063
  1903     4    -0.491  0.132    -0.453  0.087    -0.366  0.074    -0.325  0.072    -0.346  0.063
  1903     5    -0.459  0.144    -0.453  0.086    -0.365  0.075    -0.324  0.072    -0.346  0.063
  1903     6    -0.544  0.121    -0.454  0.088    -0.368  0.075    -0.325  0.072    -0.347  0.063
  1903     7    -0.459  0.157    -0.488  0.089    -0.369  0.075    -0.325  0.072    -0.348  0.063
  1903     8    -0.558  0.163    -0.530  0.090    -0.373  0.074    -0.326  0.072    -0.348  0.063
  1903     9    -0.614  0.154    -0.546  0.088    -0.374  0.074    -0.326  0.071    -0.349  0.063
  1903    10    -0.556  0.126    -0.550  0.088    -0.374  0.074    -0.326  0.071    -0.349  0.063
  1903    11    -0.556  0.125    -0.557  0.087    -0.376  0.074    -0.327  0.072    -0.349  0.063
  1903    12    -0.518  0.128    -0.553  0.086    -0.376  0.074    -0.328  0.072    -0.347  0.063
  1904     1    -0.654  0.123    -0.559  0.087    -0.377  0.074    -0.333  0.072    -0.345  0.062
  1904     2    -0.657  0.127    -0.554  0.088    -0.379  0.074    -0.333  0.071    -0.344  0.062
  1904     3    -0.493  0.117    -0.553  0.087    -0.380  0.074    -0.334  0.071    -0.344  0.062
  1904     4    -0.537  0.131    -0.548  0.087    -0.378  0.075    -0.337  0.071    -0.344  0.062
  1904     5    -0.537  0.143    -0.526  0.086    -0.379  0.075    -0.340  0.071    -0.343  0.062
  1904     6    -0.504  0.127    -0.510  0.086    -0.378  0.075    -0.341  0.071    -0.342  0.062
  1904     7    -0.528  0.167    -0.482  0.085    -0.380  0.076    -0.343  0.071    -0.342  0.062
  1904     8    -0.497  0.170    -0.478  0.084    -0.388  0.075    -0.344  0.071    -0.342  0.062
  1904     9    -0.605  0.140    -0.462  0.085    -0.386  0.075    -0.347  0.071    -0.341  0.062
  1904    10    -0.490  0.121    -0.448  0.085    -0.387  0.075    -0.350  0.070    -0.341  0.062
  1904    11    -0.292  0.121    -0.426  0.085    -0.389  0.075    -0.354  0.070    -0.340  0.062
  1904    12    -0.322  0.121    -0.411  0.086    -0.391  0.075    -0.356  0.070    -0.339  0.061
  1905     1    -0.325  0.129    -0.396  0.086    -0.393  0.075    -0.356  0.070    -0.338  0.061
  1905     2    -0.605  0.121    -0.378  0.086    -0.394  0.076    -0.359  0.070    -0.336  0.061
  1905     3    -0.301  0.124    -0.356  0.087    -0.394  0.076    -0.364  0.069    -0.335  0.061
  1905     4    -0.364  0.130    -0.340  0.088    -0.391  0.076    -0.367  0.069    -0.333  0.061
  1905     5    -0.284  0.138    -0.331  0.089    -0.391  0.076    -0.369  0.069    -0.332  0.061
  1905     6    -0.322  0.128    -0.327  0.090    -0.390  0.076    -0.371  0.069    -0.331  0.061
  1905     7    -0.350  0.165    -0.327  0.090    -0.393  0.076    -0.373  0.068    -0.331  0.061
  1905     8    -0.271  0.169    -0.302  0.090    -0.395  0.076    -0.375  0.068    -0.330  0.061
  1905     9    -0.341  0.144    -0.286  0.089    -0.400  0.076    -0.378  0.068    -0.330  0.061
  1905    10    -0.308  0.126    -0.258  0.088    -0.399  0.076    -0.381  0.068    -0.330  0.061
  1905    11    -0.184  0.125    -0.257  0.089    -0.397  0.075    -0.385  0.068    -0.330  0.061
  1905    12    -0.265  0.121    -0.251  0.089    -0.393  0.075    -0.390  0.068    -0.330  0.061
  1906     1    -0.327  0.123    -0.248  0.089    -0.391  0.075    -0.393  0.067    -0.330  0.061
  1906     2    -0.309  0.122    -0.248  0.089    -0.390  0.075    -0.398  0.067    -0.330  0.061
  1906     3    -0.113  0.120    -0.247  0.089    -0.386  0.074    -0.403  0.066    -0.329  0.061
  1906     4    -0.022  0.130    -0.236  0.090    -0.384  0.074    -0.407  0.066    -0.328  0.061
  1906     5    -0.276  0.143    -0.254  0.090    -0.386  0.074    -0.410  0.066    -0.329  0.061
  1906     6    -0.240  0.133    -0.244  0.090    -0.387  0.074    -0.412  0.066    -0.330  0.060
  1906     7    -0.323  0.165    -0.250  0.090    -0.389  0.074    -0.414  0.065    -0.331  0.060
  1906     8    -0.271  0.174    -0.270  0.090    -0.386  0.073    -0.416  0.065    -0.332  0.060
  1906     9    -0.329  0.143    -0.283  0.090    -0.387  0.073    -0.418  0.065    -0.333  0.060
  1906    10    -0.174  0.131    -0.309  0.090    -0.387  0.073    -0.417  0.065    -0.334  0.060
  1906    11    -0.397  0.123    -0.329  0.089    -0.387  0.073    -0.418  0.064    -0.336  0.060
  1906    12    -0.149  0.139    -0.348  0.089    -0.386  0.073    -0.418  0.064    -0.339  0.060
  1907     1    -0.399  0.120    -0.355  0.088    -0.386  0.073    -0.417  0.064    -0.341  0.060
  1907     2    -0.546  0.117    -0.368  0.087    -0.383  0.072    -0.419  0.064    -0.342  0.060
  1907     3    -0.270  0.114    -0.374  0.087    -0.381  0.072    -0.419  0.064    -0.344  0.060
  1907     4    -0.339  0.135    -0.379  0.087    -0.380  0.072    -0.417  0.063    -0.346  0.060
  1907     5    -0.509  0.140    -0.391  0.088    -0.382  0.072    -0.416  0.063    -0.348  0.060
  1907     6    -0.471  0.126    -0.417  0.086    -0.385  0.072    -0.415  0.063    -0.350  0.060
  1907     7    -0.411  0.165    -0.417  0.085    -0.386  0.071    -0.417  0.063    -0.350  0.060
  1907     8    -0.420  0.165    -0.394  0.084    -0.384  0.071    -0.419  0.063    -0.351  0.060
  1907     9    -0.404  0.140    -0.420  0.084    -0.388  0.070    -0.421  0.063    -0.351  0.060
  1907    10    -0.231  0.139    -0.432  0.084    -0.389  0.069    -0.423  0.063    -0.352  0.060
  1907    11    -0.546  0.134    -0.413  0.084    -0.389  0.069    -0.422  0.062    -0.353  0.060
  1907    12    -0.454  0.119    -0.401  0.083    -0.391  0.068    -0.422  0.062    -0.355  0.060
  1908     1    -0.408  0.109    -0.396  0.082    -0.392  0.068    -0.425  0.062    -0.357  0.060
  1908     2    -0.267  0.105    -0.401  0.082    -0.394  0.067    -0.427  0.062    -0.357  0.060
  1908     3    -0.586  0.107    -0.398  0.082    -0.395  0.067    -0.429  0.062    -0.356  0.060
  1908     4    -0.474  0.142    -0.419  0.080    -0.397  0.067    -0.427  0.061    -0.356  0.060
  1908     5    -0.289  0.138    -0.429  0.078    -0.404  0.066    -0.427  0.061    -0.356  0.060
  1908     6    -0.320  0.119    -0.438  0.078    -0.412  0.066    -0.426  0.061    -0.357  0.060
  1908     7    -0.358  0.160    -0.468  0.078    -0.418  0.065    -0.426  0.061    -0.357  0.060
  1908     8    -0.479  0.170    -0.485  0.078    -0.423  0.065    -0.424  0.061    -0.357  0.060
  1908     9    -0.363  0.132    -0.483  0.077    -0.431  0.064    -0.422  0.060    -0.356  0.060
  1908    10    -0.479  0.117    -0.489  0.074    -0.439  0.064    -0.420  0.060    -0.355  0.060
  1908    11    -0.669  0.112    -0.507  0.073    -0.443  0.063    -0.418  0.060    -0.353  0.060
  1908    12    -0.563  0.126    -0.520  0.073    -0.447  0.063    -0.414  0.060    -0.353  0.060
  1909     1    -0.764  0.102    -0.533  0.073    -0.450  0.063    -0.408  0.060    -0.353  0.060
  1909     2    -0.479  0.123    -0.521  0.072    -0.453  0.062    -0.405  0.059    -0.351  0.060
  1909     3    -0.560  0.100    -0.530  0.072    -0.456  0.062    -0.403  0.059    -0.351  0.060
  1909     4    -0.544  0.119    -0.528  0.071    -0.457  0.061    -0.401  0.059    -0.350  0.060
  1909     5    -0.504  0.131    -0.507  0.071    -0.456  0.061    -0.399  0.059    -0.350  0.060
  1909     6    -0.478  0.122    -0.501  0.070    -0.457  0.060    -0.396  0.059    -0.350  0.060
  1909     7    -0.509  0.164    -0.469  0.070    -0.454  0.060    -0.394  0.059    -0.350  0.060
  1909     8    -0.342  0.163    -0.467  0.070    -0.449  0.059    -0.392  0.059    -0.351  0.060
  1909     9    -0.473  0.134    -0.465  0.070    -0.452  0.059    -0.389  0.059    -0.352  0.060
  1909    10    -0.452  0.114    -0.455  0.069    -0.448  0.059    -0.385  0.059    -0.353  0.060
  1909    11    -0.417  0.107    -0.441  0.069    -0.444  0.058    -0.384  0.059    -0.355  0.060
  1909    12    -0.488  0.109    -0.435  0.068    -0.439  0.058    -0.382  0.059    -0.356  0.060
  1910     1    -0.380  0.103    -0.427  0.067    -0.441  0.058    -0.381  0.058    -0.355  0.060
  1910     2    -0.462  0.096    -0.431  0.067    -0.444  0.058    -0.377  0.058    -0.356  0.060
  1910     3    -0.527  0.096    -0.428  0.067    -0.448  0.058    -0.374  0.058    -0.356  0.060
  1910     4    -0.424  0.117    -0.423  0.067    -0.455  0.058    -0.370  0.058    -0.357  0.060
  1910     5    -0.338  0.131    -0.440  0.066    -0.454  0.057    -0.368  0.058    -0.357  0.060
  1910     6    -0.405  0.122    -0.461  0.067    -0.454  0.057    -0.367  0.058    -0.358  0.060
  1910     7    -0.414  0.158    -0.485  0.068    -0.456  0.057    -0.365  0.058    -0.358  0.060
  1910     8    -0.398  0.159    -0.499  0.067    -0.460  0.057    -0.364  0.058    -0.358  0.060
  1910     9    -0.428  0.133    -0.506  0.068    -0.457  0.056    -0.363  0.058    -0.359  0.060
  1910    10    -0.390  0.112    -0.511  0.068    -0.455  0.056    -0.363  0.058    -0.360  0.060
  1910    11    -0.629  0.107    -0.526  0.067    -0.457  0.056    -0.362  0.057    -0.360  0.060
  1910    12    -0.733  0.118    -0.533  0.068    -0.459  0.056    -0.362  0.057    -0.361  0.060
  1911     1    -0.672  0.107    -0.538  0.068    -0.460  0.056    -0.361  0.057    -0.361  0.060
  1911     2    -0.635  0.096    -0.543  0.068    -0.458  0.056    -0.360  0.057    -0.361  0.060
  1911     3    -0.604  0.115    -0.548  0.069    -0.459  0.056    -0.361  0.057    -0.362  0.059
  1911     4    -0.481  0.114    -0.536  0.069    -0.457  0.056    -0.363  0.057    -0.363  0.059
